path,title,lastModified,wordCount,size,links,category
"docs/architecture/user-auth-flow.md","Unveil User Authentication & Authorization Flow","2025-08-22",1931,15233,7,"architecture"
"docs/archive/DEV_REMOVAL_CLEANUP.md","Development Functionality Removal Report","2025-08-22",814,6698,0,"development"
"docs/archive/PHASE_4_COMPLETION_REPORT.md","🚀 PHASE 4 COMPLETION REPORT","2025-08-22",916,6795,0,"report"
"docs/archive/SYSTEM_AUDIT_AND_REFACTOR_PLAN.md","📦 UNVEIL MVP - POST-RESET CODEBASE AUDIT & REFACTOR PLAN","2025-08-22",1001,7926,0,"audit"
"docs/archive/index.md","Archived Documentation","2025-08-22",231,1931,0,"other"
"docs/archive/project-docs-legacy/00-OVERVIEW/AUDIT_SUMMARY.md","Unveil Codebase Comprehensive Audit Summary","2025-08-22",939,7316,1,"audit"
"docs/archive/project-docs-legacy/00-OVERVIEW/CLEANUP_RECOMMENDATIONS.md","🧹 Documentation Cleanup Recommendations","2025-08-22",918,8123,0,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/OPTIMIZATION_PLAN.md","📈 Project-Docs Optimization Plan","2025-08-22",1040,9347,0,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/PHASE_1_COMPLETION_SUMMARY.md","Phase 1 Completion Summary - Foundation Cleanup","2025-08-22",778,6228,0,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/README.md","📚 Unveil Product & Engineering Documentation","2025-08-22",883,8800,47,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/STRATEGIC_OVERVIEW.md","🎯 Unveil Strategic Overview","2025-08-22",777,6211,9,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/unveil-codebase-refactor-plan.md","Unveil Codebase Refactor Plan","2025-08-22",2354,19475,6,"project"
"docs/archive/project-docs-legacy/00-OVERVIEW/unveil-refactor-plan.md","Unveil Comprehensive Refactor Plan","2025-08-22",1387,9572,0,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-architecture-guide.md","Unveil Architecture Guide","2025-08-22",2316,19723,1,"architecture"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-developer-guide.md","Unveil Developer Guide","2025-08-22",1828,15293,10,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-import-optimization-guide.md","Import/Export Optimization Guide","2025-08-22",830,6324,0,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-messaging-system-guide.md","📬 Unveil Messaging System Guide","2025-08-22",1267,10703,6,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-security-notes.md","🔒 Unveil Security Documentation","2025-08-22",710,5784,4,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-troubleshooting-messaging.md","🔧 Messaging System Troubleshooting Guide","2025-08-22",1702,13531,0,"project"
"docs/archive/project-docs-legacy/02-PRODUCT/docs-HOST_DASHBOARD.md","Host Dashboard Documentation","2025-08-22",1557,13482,0,"project"
"docs/archive/project-docs-legacy/02-PRODUCT/docs-PHASE_6_COMPLETION_REPORT.md","Phase 6: Testing, Optimization & Documentation - Completion Report","2025-08-22",1423,11666,0,"project"
"docs/archive/project-docs-legacy/02-PRODUCT/plans-Phase-7-Final-Integration-Plan.md","📦 Phase 7: Final Integration & Testing","2025-08-22",3133,24353,0,"project"
"docs/archive/project-docs-legacy/03-DESIGN/docs-component-library-implementation.md","Unveil UI Component Library Implementation","2025-08-22",1152,9510,0,"implementation"
"docs/archive/project-docs-legacy/03-DESIGN/docs-unveil-design-system.md","Unveil Design System Specification","2025-08-22",1201,9216,0,"project"
"docs/archive/project-docs-legacy/03-DESIGN/reference-UIUX-ExecutionPlan.md","Unveil UI/UX Execution Plan","2025-08-22",1437,11360,0,"project"
"docs/archive/project-docs-legacy/03-DESIGN/reference-brand.md","Unveil – Living Brand Brief","2025-08-22",331,2283,0,"project"
"docs/archive/project-docs-legacy/03-DESIGN/reference-style-guide.md","Unveil Style Guide - Updated Design System","2025-08-22",828,6485,0,"project"
"docs/archive/project-docs-legacy/03-DESIGN/reference-voice.md","Unveil – Voice & Naming Guide","2025-08-22",483,3213,0,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/docs-documentation-changelog.md","Documentation Changelog","2025-08-22",453,3992,0,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/docs-production-environment-setup.md","🔧 Production Environment Setup Guide","2025-08-22",296,2730,0,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/docs-storage-bucket-setup-guide.md","🗄️ Supabase Storage Bucket Setup Guide","2025-08-22",556,3969,1,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-COMPLETION_SUMMARY.md","Unveil App Refactoring - Completion Summary","2025-08-22",1009,7754,3,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-README.md","Documentation Archive","2025-08-22",145,1343,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-refactor-roadmap.md","Unveil Refactor Roadmap","2025-08-22",2579,19332,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/docs-README.md","📚 Unveil Documentation Index","2025-08-22",663,7882,33,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-host-dashboard-refactor.md","Host Dashboard Refactor - MVP Focus","2025-08-22",4885,37948,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-messaging-project-plan.md","Unveil Guest Communication Module - Project Plan","2025-08-22",5641,44222,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-navigation-enhancements.md","Navigation Enhancements Project Plan","2025-08-22",1648,12504,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-participant-consolidation-plan.md","🧩 Project Plan: Consolidate Participants into Guests","2025-08-22",2057,14147,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-supabase-schema-remediation-plan.md","Supabase Schema Remediation Project Plan","2025-08-22",3963,30240,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-unveil-ui-standardization.md","Unveil UI Standardization Project Plan","2025-08-22",1469,10471,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-unveil-website-project-plan.md","📌 Unveil Website Project Plan","2025-08-22",2332,16995,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-unveil-website-recovery-plan.md","Unveil Marketing Website - Recovery Plan","2025-08-22",1426,10409,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/plans-unveil-website-simplified-plan.md","🎯 Unveil Website Simplified Redesign Plan","2025-08-22",3188,23211,0,"project"
"docs/archive/project-docs-legacy/06-REFERENCE/CLAUDE.md","CLAUDE.md","2025-08-22",1268,9377,0,"project"
"docs/archive/project-docs-legacy/06-REFERENCE/reference-MVP-ProjectPlan.md","🎯 Unveil Wedding App - MVP Project Plan","2025-08-22",3358,25059,0,"project"
"docs/archive/project-docs-legacy/06-REFERENCE/reference-README.md","Brand & Creative Reference","2025-08-22",162,1209,0,"project"
"docs/archive/project-docs-legacy/07-FUTURE/phase-6-observability-plan.md","Phase 6: Observability & Testing (Planning)","2025-08-22",931,7088,0,"project"
"docs/archive/project-plans/improve-app-performance.md","🚀 Improve App Performance — Project Plan","2025-08-22",1326,9581,0,"performance"
"docs/audits/GUEST_MESSAGES_ACCESS_CONTROL_FIX.md","Guest Messages Access Control Fix - Complete Solution","2025-08-22",522,3821,0,"audit"
"docs/audits/GUEST_MESSAGES_FIX_IMPLEMENTATION.md","Guest Event Messages Feed Fix - Implementation Summary","2025-08-22",447,3642,0,"implementation"
"docs/audits/INVITABLE_GUESTS_INVESTIGATION_FINDINGS.md","Invitable Guests Investigation Findings","2025-08-22",619,4751,0,"audit"
"docs/audits/MAINTAINABILITY_AUDIT_REPORT.md","Unveil App Maintainability Audit Report","2025-08-22",1084,8347,1,"audit"
"docs/audits/MEMBERSHIP_CONSISTENCY_DISCOVERY_NOTES.md","Event Membership Consistency - Discovery Notes","2025-08-22",355,2644,0,"audit"
"docs/audits/architecture-review-guest-display-names.md","🏗️ Comprehensive Architecture Review: Guest Display Names","2025-08-22",1257,10086,0,"audit"
"docs/audits/event-access-visibility.md","Event Access & Visibility — End-to-End Audit Report","2025-08-22",2265,19332,0,"audit"
"docs/audits/event-creation-audit.md","Event Creation System Audit","2025-08-22",1696,14015,0,"audit"
"docs/audits/index.md","Audits Documentation","2025-08-22",217,1900,8,"audit"
"docs/audits/repo-docs-and-migrations-audit.md","Repository Documentation & SQL Migrations Audit Report","2025-08-22",1348,10778,0,"audit"
"docs/auth-otp-resend.md","OTP Resend Functionality","2025-08-22",633,4457,0,"other"
"docs/database/auto-link-audit-retention.md","Auto-Link Audit Retention Strategy","2025-08-22",418,3287,0,"audit"
"docs/database/auto-link-quick-reference.md","Auto-Link User ID Quick Reference","2025-08-22",518,4017,0,"other"
"docs/database/auto-link-user-by-phone.md","Auto-Link User ID by Phone System","2025-08-22",1030,8019,0,"other"
"docs/database/orphaned-deliveries-fix-report.md","Orphaned Deliveries Fix Report","2025-08-22",564,4642,0,"report"
"docs/database/user-id-auto-population.md","User ID Auto-Population System","2025-08-22",771,5914,0,"other"
"docs/debugging/COMPLETE_SMS_SOLUTION.md","🎯 Complete SMS Invitation Fix - DEFINITIVE SOLUTION","2025-08-22",813,5764,0,"other"
"docs/debugging/date-timezone-fix.md","Event Date Timezone Fix - Off-by-One Issue Resolution","2025-08-22",793,6306,3,"other"
"docs/debugging/sms-invitation-troubleshooting.md","SMS Invitation Troubleshooting Guide","2025-08-22",957,6977,0,"other"
"docs/deployment/MESSAGING_PRODUCTION_GUIDE.md","🚀 **Messaging Pipeline Production Deployment Guide**","2025-08-22",943,7516,0,"other"
"docs/deployment/deployment-checklist.md","Guest Display Name Deployment Checklist","2025-08-22",656,4830,0,"other"
"docs/deployment/guest-invite-deep-link-prerequisites.md","Guest Invite Deep Link - Production Fix","2025-08-22",1190,9393,0,"other"
"docs/dev-overlay-audit.md","Dev Overlay Audit Report","2025-08-22",634,5710,0,"audit"
"docs/dev-tools-implementation-summary.md","Dev Tools Implementation Summary","2025-08-22",510,3907,0,"implementation"
"docs/dev-tools.md","Development Tools Guide","2025-08-22",610,4411,0,"development"
"docs/development/AUTH_FLOW_REPORT.md","Phone Authentication Flow - Technical Report","2025-08-22",1739,13745,0,"development"
"docs/development/CLEANUP_DEMO.md","Maintainability Cleanup Demo","2025-08-22",374,2754,0,"development"
"docs/development/CONSOLE_OPTIMIZATION.md","Console Output Optimization","2025-08-22",250,1786,0,"development"
"docs/development/DEVELOPMENT_GUIDE.md","Unveil - Development Workflow & Team Guidelines","2025-08-22",757,5601,0,"development"
"docs/development/index.md","Development Documentation","2025-08-22",112,1007,0,"development"
"docs/development/mobile-qa-checklist.md","Mobile QA Checklist","2025-08-22",851,5185,0,"development"
"docs/development/mobile-responsive-improvements.md","Mobile Responsive Improvements - Implementation Report","2025-08-22",1017,7787,0,"implementation"
"docs/development/ui-change-verification-process.md","UI Change Verification Process","2025-08-22",939,6414,0,"development"
"docs/event-creation-idempotency.md","Event Creation Idempotency","2025-08-22",952,7661,0,"other"
"docs/event-messages-discovery.md","Event Messages — End-to-End Discovery","2025-08-22",1645,16523,0,"other"
"docs/event-messages-healthcheck.md","Event Messages — Full Path Health Check","2025-08-22",1959,17745,0,"other"
"docs/features/event-timezone-implementation.md","Event Timezone Implementation","2025-08-22",1267,9107,0,"implementation"
"docs/features/guest-message-join-boundary.md","Guest Message Join Boundary Implementation","2025-08-22",307,2192,0,"implementation"
"docs/features/rsvp-lite-audit-matrix.md","RSVP-Lite Audit Matrix","2025-08-22",802,6541,0,"audit"
"docs/features/rsvp-lite-implementation-summary.md","RSVP-Lite Implementation Summary","2025-08-22",1031,7328,0,"implementation"
"docs/guest-management/guest-creation-audit.md","Guest Creation Process Audit","2025-08-22",1299,10272,0,"audit"
"docs/guest-management/guest-event-page-redesign.md","Guest Event Page Redesign Project Plan","2025-08-22",3061,24866,0,"project"
"docs/guest-management/guest-management-audit.md","Guest Management Module Audit Report","2025-08-22",2351,18953,0,"audit"
"docs/guest-management/guest-management-improvement-plan.md","Guest Management Module - Implementation Roadmap","2025-08-22",1348,9906,0,"implementation"
"docs/guest-management/guest-management-phase1-completion.md","Guest Management Phase 1 - Completion Summary","2025-08-22",1264,10149,0,"summary"
"docs/guest-management/guest-management-phase2-completion.md","Guest Management Phase 2 - Completion Summary","2025-08-22",1904,15967,0,"summary"
"docs/guest-management/guest-management-phase2-plan.md","Guest Management Phase 2 - Performance & UX Optimizations","2025-08-22",1914,16349,0,"performance"
"docs/guest-management/guest-management-phase3-completion.md","Guest Management Phase 3: MVP Simplification - COMPLETED ✅","2025-08-22",1304,10183,0,"other"
"docs/guest-management/guest-management-phase3-plan.md","Guest Management Phase 3: MVP Simplification Plan","2025-08-22",945,7497,0,"other"
"docs/guest-management/guest-management-uat-report.md","Guest Management UAT Report","2025-08-22",2653,19920,0,"report"
"docs/guest-management/guest-management-ux-audit.md","Guest Management UX & UI Audit Report","2025-08-22",1450,11544,0,"audit"
"docs/guest-management/guest-onboarding-flow-audit.md","Guest Onboarding Flow Audit","2025-08-22",1565,12385,0,"audit"
"docs/guest-management/index.md","Guest Management Documentation","2025-08-22",330,2821,12,"other"
"docs/host/host-editable-event-details.md","Host-Editable Event Details Specification","2025-08-22",1883,14852,0,"other"
"docs/implementations/COMPOSE_MESSAGE_RECIPIENTS_UPDATE_SUMMARY.md","Compose Message Recipients Update - Implementation Summary","2025-08-22",643,5307,0,"implementation"
"docs/implementations/EVENT_MEMBERSHIP_CONSISTENCY_IMPLEMENTATION.md","Event Membership Consistency Implementation","2025-08-22",623,4893,0,"implementation"
"docs/implementations/GUEST_MANAGEMENT_ADD_NOW_INVITE_LATER_IMPLEMENTATION.md","Guest Management — ""Add Now, Invite Later"" Implementation Summary","2025-08-22",724,5130,0,"implementation"
"docs/implementations/INVITE_SMS_CHANGES_SUMMARY.md","Invite SMS Link Changes Summary","2025-08-22",464,3848,0,"implementation"
"docs/implementations/INVITE_TIMESTAMP_FIX_SUMMARY.md","Invite Timestamp Bug Fix - Complete Implementation","2025-08-22",745,5997,0,"implementation"
"docs/implementations/MESSAGE_TIMESTAMP_HUMAN_FRIENDLY_IMPLEMENTATION.md","Event Messages Human-Friendly Timestamps Implementation","2025-08-22",671,5207,0,"implementation"
"docs/implementations/ONE_TAP_INVITE_IMPLEMENTATION.md","Guest Management — One-Tap Invite Implementation","2025-08-22",817,6260,0,"implementation"
"docs/implementations/ONE_TAP_INVITE_SMS_TEMPLATE_UPDATE.md","Guest Management — One-Tap Invite SMS Template + Simplified Row Actions","2025-08-22",843,6526,0,"implementation"
"docs/implementations/PHASE_1_HARDENING_IMPLEMENTATION.md","Phase 1 Hardening — Implementation Summary","2025-08-22",1193,9546,0,"implementation"
"docs/implementations/RSVP_LITE_IMPLEMENTATION_COMPLETE.md","✅ RSVP-Lite Implementation Complete","2025-08-22",1192,10142,0,"implementation"
"docs/implementations/SCROLL_FIX_SUMMARY.md","Select Event Page Scroll Fix Summary","2025-08-22",574,4436,0,"implementation"
"docs/implementations/SIMPLIFIED_GUEST_CARD_IMPLEMENTATION.md","Guest Management — Simplified Guest Card with Single Header Action","2025-08-22",886,7062,0,"implementation"
"docs/implementations/SINGLE_SOURCE_OF_TRUTH_IMPLEMENTATION_SUMMARY.md","Single Source of Truth Implementation Summary","2025-08-22",716,5451,0,"implementation"
"docs/implementations/SMS_NOTIFICATION_TOGGLE_IMPLEMENTATION.md","SMS Notification Toggle Implementation","2025-08-22",1107,8169,0,"implementation"
"docs/implementations/TOAST_CONFIRMATION_IMPLEMENTATION.md","Host Messaging - In-Modal Send Flow Implementation","2025-08-22",443,3730,0,"implementation"
"docs/implementations/UNIFIED_GUEST_COUNTS_IMPLEMENTATION.md","Unified Guest Counts Implementation","2025-08-22",370,3062,0,"implementation"
"docs/implementations/UNIFIED_MESSAGING_RECIPIENTS_IMPLEMENTATION.md","Unified Messaging Recipients Implementation","2025-08-22",589,4772,0,"implementation"
"docs/implementations/UNIFORM_HEADER_CHIP_IMPLEMENTATION.md","Guest Management — Uniform Header Chips Implementation","2025-08-22",766,6243,0,"implementation"
"docs/implementations/guest-display-name-implementation.md","Guest Display Name Implementation","2025-08-22",1028,8106,0,"implementation"
"docs/implementations/hybrid-display-name-solution.md","Hybrid Display Name Solution","2025-08-22",731,5611,0,"implementation"
"docs/implementations/index.md","Implementations Documentation","2025-08-22",343,3300,19,"implementation"
"docs/message-delivery-user-id-linkage.md","Message Delivery User ID Linkage System","2025-08-22",1046,8510,0,"other"
"docs/messages-readmodel-feasibility.md","Messages Read-Model Shift — Feasibility Report","2025-08-22",1778,15047,0,"report"
"docs/messages-readmodel-implementation-plan.md","Messages Read-Model Implementation Plan","2025-08-22",2981,25811,0,"implementation"
"docs/messages-readmodel-v2/FINAL-SUMMARY.md","Messages Read-Model V2 — FINAL IMPLEMENTATION SUMMARY","2025-08-22",717,5792,0,"implementation"
"docs/messages-readmodel-v2/README.md","Messages Read-Model V2 — Complete Implementation","2025-08-22",534,4327,0,"implementation"
"docs/messages-readmodel-v2/completion-report.md","Messages Read-Model V2 — Completion Report","2025-08-22",867,6627,0,"report"
"docs/messages-readmodel-v2/final-hardening-changelog.md","Messages Read-Model V2 — Final Hardening Changelog","2025-08-22",1078,7994,0,"other"
"docs/messages-readmodel-v2/final-hardening-validation.md","Messages Read-Model V2 — Final Hardening Validation","2025-08-22",700,5288,0,"other"
"docs/messages-readmodel-v2/host-composer-implementation.md","Host Composer — Explicit Type Selector Implementation","2025-08-22",871,6480,0,"implementation"
"docs/messages-readmodel-v2/implementation-summary.md","Messages Read-Model V2 — Implementation Summary","2025-08-22",899,7088,0,"implementation"
"docs/messages-readmodel-v2/plan.md","Messages Read-Model V2 — Implementation Plan","2025-08-22",912,7419,0,"implementation"
"docs/messages-readmodel-v2/segmented-control-final.md","Host Composer — Clean Segmented Control Implementation","2025-08-22",877,7413,0,"implementation"
"docs/messages-readmodel-v2/segmented-control-implementation.md","Host Composer — Clean Message Type Pills Implementation","2025-08-22",798,6474,0,"implementation"
"docs/messages-readmodel-v2/shadow-report.md","Shadow Verification Report - Messages Read-Model V2","2025-08-22",803,6373,0,"report"
"docs/messages-readmodel-v2/telemetry-pii-check.md","Telemetry PII Privacy Check","2025-08-22",602,4307,0,"other"
"docs/messages-visibility-audit.md","Guest Event Messages — Production Visibility Audit","2025-08-22",1459,11316,0,"audit"
"docs/messages-visibility-fix-plan.md","Guest Event Messages - Fix Plan","2025-08-22",320,2193,0,"other"
"docs/messages-visibility-fix.md","Guest Event Messages - Visibility Fix Implementation","2025-08-22",823,6083,0,"implementation"
"docs/modules/event-messages-guest.md","Guest View Event Messages Module","2025-08-22",1785,14624,0,"other"
"docs/modules/event-messages-pagination-notes.md","Event Messages Pagination Implementation Notes","2025-08-22",685,5116,0,"implementation"
"docs/performance/CONSOLIDATION_SUMMARY.md","📁 Performance Files Consolidation - Complete","2025-08-22",695,6347,0,"performance"
"docs/performance/README.md","🚀 Unveil Performance Center","2025-08-22",755,6244,4,"performance"
"docs/performance/documentation/LAYOUT_ANALYSIS.md","Layout Performance Analysis - Unveil App","2025-08-22",742,6328,0,"performance"
"docs/performance/documentation/PERFORMANCE_AUDIT_REPORT.md","Performance Audit Report - Unveil App","2025-08-22",1760,13613,0,"audit"
"docs/performance/documentation/PERFORMANCE_UPDATE.md","Performance Update Report - Week 1 Implementations","2025-08-22",2514,19771,2,"implementation"
"docs/performance/documentation/PERFORMANCE_WEEK3_REPORT.md","Week 3 Performance Review and Optimization Plan - Unveil App","2025-08-22",2296,19117,1,"performance"
"docs/performance/documentation/README.md","Performance Guide - Unveil App","2025-08-22",1045,8487,3,"performance"
"docs/performance/documentation/WEEK4_COMPLETION_SUMMARY.md","Week 4 Performance Preparation - Completion Summary","2025-08-22",811,6315,0,"performance"
"docs/performance/documentation/index.md","Performance Documentation Index","2025-08-22",441,3565,0,"performance"
"docs/performance/scripts/index.md","Performance Scripts","2025-08-22",132,1001,0,"performance"
"docs/phases/PHASE_1_SUMMARY.md","Phase 1 – Maintainability Quick Wins Summary","2025-08-22",429,3272,0,"summary"
"docs/phases/PHASE_2_SUMMARY.md","Phase 2 – Import Path + Dead Code + Supabase Security Summary","2025-08-22",598,4792,0,"summary"
"docs/phases/index.md","Development Phases Documentation","2025-08-22",261,2032,2,"development"
"docs/project/MVP_FEATURES.md","📋 Unveil MVP Features","2025-08-22",787,5474,0,"project"
